años_de_trabajo,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,tiempo_prom_dia,frecuencia_viajes_Non-Travel,frecuencia_viajes_Travel_Frequently,estado_civil_Divorced,estado_civil_Single,numero_capacitaciones_2
7.0,2,4.0,2.0,7.6942,0,1,0,0,0
5.0,2,3.0,2.0,6.9006,1,0,0,0,0
2.0,2,1.0,3.0,5.5357,0,0,1,0,0
10.0,6,4.0,3.0,10.1752,0,0,0,0,1
18.0,0,2.0,2.0,9.2649,0,0,0,0,0
9.0,8,2.0,1.0,10.1975,0,0,0,0,1
15.0,8,2.0,3.0,6.2191,0,0,1,0,0
5.0,2,4.0,2.0,6.9714,0,0,0,1,0
3.0,2,3.0,4.0,7.4192,0,1,0,0,0
1.0,0,2.0,1.0,6.7171,0,1,0,0,1
23.0,11,4.0,3.0,6.3012,0,0,0,0,0
20.0,12,4.0,1.0,8.4052,0,1,0,0,1
5.0,2,4.0,3.0,9.9231,0,0,0,0,1
21.0,3,3.0,3.0,7.8285,0,0,0,0,1
10.0,7,2.0,3.0,7.8852,0,0,1,0,0
14.0,7,3.0,2.0,7.603,0,0,0,0,0
6.0,2,4.0,2.0,6.0222,1,0,1,0,1
6.0,2,4.0,2.0,7.2413,0,0,0,1,0
1.0,0,4.0,2.0,7.532,0,0,0,0,0
3.0,2,1.0,4.0,7.345,1,0,0,1,1
5.0,0,1.0,3.0,6.0974,1,0,1,0,0
5.0,3,3.0,1.0,9.8533,0,0,0,0,1
8.0,1,4.0,2.0,7.1375,0,0,0,1,0
4.0,3,4.0,2.0,7.5559,0,1,0,1,1
3.0,0,4.0,2.0,8.0101,0,1,1,0,1
11.0,2,4.0,1.0,6.8767,0,0,0,1,0
18.0,1,3.0,1.0,6.515,0,1,0,0,0
6.0,4,3.0,3.0,6.6109,0,0,0,1,0
4.0,2,1.0,3.0,6.494,0,0,1,0,1
24.0,7,4.0,4.0,7.0124,0,1,1,0,1
4.0,2,2.0,3.0,6.6551,0,0,0,1,0
10.0,9,1.0,2.0,7.9086,1,0,0,1,0
21.0,10,3.0,3.0,9.2935,1,0,0,0,0
11.0,3,4.0,2.0,6.0116,0,0,0,1,1
10.0,7,1.0,1.0,10.2773,0,1,0,1,0
29.0,7,1.0,2.0,6.8078,0,0,0,0,0
1.0,0,2.0,4.0,6.0616,0,0,0,1,1
1.0,0,4.0,3.0,6.0749,0,0,0,0,1
9.0,8,3.0,2.0,6.0387,1,0,0,0,0
10.0,9,2.0,3.0,5.9321,0,0,0,1,0
3.0,2,1.0,3.0,7.8147,1,0,0,0,0
9.0,3,3.0,4.0,7.252,0,0,0,1,0
13.0,8,1.0,3.0,5.7614,0,0,1,0,0
19.0,13,4.0,3.0,5.9837,1,0,0,0,0
7.0,0,1.0,2.0,7.1818,0,1,0,1,0
17.0,7,3.0,3.0,7.3371,0,0,0,0,1
9.0,7,3.0,1.0,5.9283,0,0,0,0,0
1.0,0,3.0,4.0,9.8364,0,0,0,0,0
10.0,2,2.0,4.0,9.9723,0,0,0,0,0
17.0,0,1.0,3.0,6.7975,0,1,1,0,1
18.0,7,3.0,4.0,7.1407,0,0,0,0,1
22.0,3,4.0,2.0,6.8909,0,0,0,0,0
8.0,3,2.0,4.0,7.2338,0,0,1,0,0
13.0,8,4.0,3.0,6.6464,0,0,0,0,0
5.0,3,3.0,1.0,10.2396,0,0,0,0,1
4.0,2,4.0,3.0,6.8621,0,0,0,0,1
14.0,1,1.0,4.0,5.6619,0,0,0,1,1
10.0,9,1.0,2.0,8.0834,1,0,0,1,0
20.0,1,3.0,1.0,6.279,1,0,1,0,0
10.0,0,3.0,4.0,6.8686,0,0,0,1,0
5.0,0,4.0,3.0,7.1994,0,0,0,1,0
3.0,2,3.0,4.0,7.7655,0,0,0,1,1
20.0,3,4.0,4.0,6.8074,0,0,0,1,1
17.0,0,2.0,1.0,7.7594,0,0,0,0,0
5.0,2,3.0,4.0,5.821,0,0,0,1,1
5.0,2,3.0,4.0,6.0729,0,0,0,0,0
10.0,7,3.0,4.0,7.9009,0,0,0,1,0
10.0,0,4.0,4.0,8.8066,0,0,0,0,1
9.0,7,3.0,1.0,5.7381,0,0,0,0,0
6.0,4,2.0,1.0,6.3162,0,0,0,0,0
20.0,3,4.0,4.0,6.6693,0,0,0,1,1
36.0,13,3.0,4.0,6.2492,0,0,0,0,0
19.0,2,1.0,3.0,7.8272,0,0,0,1,0
6.0,2,1.0,1.0,7.4419,0,0,0,0,1
10.0,7,4.0,3.0,6.88,1,0,0,1,0
10.0,0,3.0,3.0,9.0508,0,0,0,1,1
12.0,6,3.0,2.0,5.8018,0,0,0,0,0
3.0,2,4.0,1.0,6.6714,0,0,0,1,1
6.0,3,1.0,1.0,7.3777,0,0,0,0,0
10.0,7,2.0,4.0,6.5752,0,0,0,0,0
2.0,2,3.0,4.0,7.4928,0,0,0,0,1
10.0,8,3.0,1.0,6.6315,0,0,0,1,0
18.0,3,1.0,4.0,6.8757,0,1,0,1,1
0.0,0,4.0,3.0,6.6377,0,0,0,1,0
6.0,4,1.0,2.0,7.1759,0,0,0,0,0
1.0,0,2.0,3.0,9.0072,0,0,0,0,1
8.0,7,3.0,4.0,10.4684,0,0,0,0,1
3.0,2,4.0,2.0,8.4021,0,1,0,1,0
13.0,9,3.0,2.0,9.7333,0,0,0,0,0
10.0,9,1.0,3.0,7.5125,0,1,1,0,1
24.0,8,1.0,3.0,8.3193,0,0,0,1,0
13.0,7,1.0,4.0,6.0101,0,0,1,0,0
17.0,7,3.0,4.0,5.8993,0,0,0,1,1
18.0,0,2.0,1.0,9.3124,0,0,0,0,1
10.0,7,4.0,3.0,8.9065,0,1,1,0,0
23.0,5,3.0,3.0,10.1161,0,0,1,0,1
3.0,2,3.0,2.0,5.5722,0,0,0,1,1
2.0,2,4.0,4.0,6.8874,0,0,0,0,0
4.0,0,4.0,4.0,6.986,0,1,0,1,0
13.0,0,3.0,3.0,7.2069,0,0,0,0,0
16.0,1,3.0,4.0,6.682,0,1,0,1,0
7.0,6,4.0,4.0,10.5893,0,0,0,0,0
4.0,2,3.0,2.0,10.2999,0,0,0,0,0
18.0,11,2.0,4.0,9.1069,0,0,0,0,1
6.0,0,3.0,3.0,7.8039,0,1,0,0,0
3.0,0,4.0,4.0,10.0816,0,1,1,0,0
4.0,1,2.0,1.0,6.8039,0,0,0,0,1
9.0,1,4.0,4.0,9.0494,0,0,0,0,0
18.0,10,4.0,1.0,6.7138,0,0,0,1,1
1.0,0,2.0,3.0,7.2766,0,0,0,1,0
8.0,2,2.0,4.0,7.3096,0,1,0,0,1
10.0,0,2.0,4.0,9.7771,0,0,1,0,0
23.0,2,3.0,4.0,6.7245,0,1,0,0,1
1.0,0,3.0,4.0,6.8839,0,0,0,0,0
27.0,8,3.0,3.0,6.0696,0,0,0,1,0
3.0,2,2.0,4.0,6.6274,0,0,1,0,0
9.0,7,4.0,4.0,6.8528,0,0,0,0,0
18.0,7,3.0,3.0,7.7541,0,0,1,0,1
6.0,2,3.0,1.0,7.2909,0,0,0,0,1
7.0,3,2.0,2.0,5.5917,0,0,0,0,1
10.0,3,1.0,1.0,10.0735,0,0,0,1,0
24.0,7,2.0,1.0,10.1288,0,0,1,0,0
9.0,8,1.0,1.0,8.6833,0,0,0,0,1
24.0,7,2.0,1.0,9.7558,0,0,1,0,0
10.0,9,2.0,1.0,6.0182,0,0,0,1,0
9.0,3,2.0,1.0,9.0268,0,0,1,0,0
10.0,8,2.0,4.0,7.4632,0,1,1,0,0
6.0,1,3.0,2.0,6.3307,0,0,0,0,0
6.0,2,3.0,1.0,10.005,0,0,0,1,0
19.0,11,4.0,1.0,7.6939,0,0,1,0,1
21.0,0,4.0,3.0,7.4643,0,0,0,0,0
5.0,1,3.0,3.0,6.0488,0,0,0,1,0
17.0,7,4.0,3.0,6.6983,0,0,0,0,0
8.0,2,1.0,2.0,7.7399,0,0,0,0,1
7.0,7,1.0,3.0,6.7817,0,0,1,0,1
10.0,4,1.0,3.0,8.5152,0,0,0,1,0
13.0,8,1.0,2.0,7.646,1,0,1,0,0
1.0,0,3.0,4.0,9.2555,0,1,0,0,0
1.0,0,3.0,3.0,6.2445,1,0,0,0,1
10.0,7,1.0,4.0,7.1366,0,0,0,1,1
17.0,2,2.0,2.0,6.1689,1,0,0,0,0
10.0,0,3.0,4.0,7.1932,0,1,0,0,0
9.0,7,4.0,3.0,6.2322,0,1,0,1,0
5.0,0,1.0,1.0,6.1712,0,0,0,0,1
5.0,2,2.0,1.0,7.6492,0,0,0,0,0
10.0,7,3.0,3.0,8.9496,1,0,0,1,1
10.0,8,2.0,4.0,6.6843,0,0,0,0,1
11.0,2,2.0,4.0,7.5406,0,0,0,0,1
7.0,4,2.0,2.0,6.43,0,0,1,0,0
10.0,2,3.0,4.0,7.2814,0,1,0,1,1
4.0,2,1.0,4.0,5.8501,0,0,0,1,0
14.0,2,2.0,2.0,6.4489,0,1,0,0,1
11.0,7,4.0,1.0,7.2613,0,1,0,0,1
7.0,4,4.0,4.0,6.1903,0,1,0,0,1
8.0,2,3.0,3.0,6.2784,0,0,1,0,0
19.0,8,3.0,3.0,7.1849,0,0,1,0,0
10.0,3,3.0,3.0,6.2981,0,0,0,1,1
10.0,4,1.0,3.0,8.8646,0,0,0,1,0
9.0,8,3.0,4.0,5.5767,0,0,0,1,0
10.0,6,4.0,3.0,9.6142,1,0,1,0,0
10.0,8,1.0,4.0,9.6133,0,1,0,0,1
6.0,3,3.0,4.0,6.3567,0,1,1,0,0
16.0,7,3.0,4.0,9.4441,0,0,0,0,1
3.0,2,4.0,3.0,7.3924,0,0,0,0,1
6.0,2,1.0,1.0,7.9661,0,1,0,0,1
5.0,3,1.0,3.0,6.081,0,0,1,0,0
6.0,3,1.0,1.0,6.974,0,0,0,0,0
26.0,11,1.0,2.0,9.7522,0,0,0,1,0
11.0,9,4.0,2.0,7.5064,0,0,1,0,0
8.0,7,3.0,3.0,7.6519,0,0,0,0,0
10.0,8,4.0,3.0,9.4009,0,0,1,0,1
4.0,2,4.0,2.0,10.1694,0,0,0,0,1
5.0,0,1.0,3.0,5.943,1,0,1,0,0
16.0,0,4.0,4.0,8.6064,0,0,0,1,0
4.0,2,4.0,1.0,6.3751,0,0,0,1,0
3.0,1,4.0,4.0,5.4877,0,1,0,0,0
5.0,2,1.0,2.0,9.6628,0,0,1,0,0
10.0,7,2.0,4.0,10.0267,0,1,1,0,0
5.0,3,3.0,4.0,6.9743,0,0,0,0,0
10.0,7,3.0,3.0,6.8852,1,0,0,0,0
33.0,9,4.0,2.0,9.6812,0,0,0,0,1
10.0,9,2.0,1.0,6.9042,1,0,0,1,0
4.0,2,1.0,3.0,6.5849,0,0,1,0,1
12.0,0,3.0,2.0,5.5613,0,0,1,0,1
10.0,9,2.0,4.0,6.104,0,0,0,0,1
8.0,7,4.0,3.0,9.2413,0,0,0,1,0
7.0,2,3.0,4.0,6.2847,0,0,1,0,0
9.0,7,2.0,4.0,7.7793,0,1,0,1,0
8.0,7,4.0,3.0,5.4668,0,1,0,0,1
22.0,8,1.0,4.0,5.9092,1,0,0,0,0
5.0,2,1.0,2.0,9.5962,0,0,0,1,1
25.0,12,3.0,4.0,8.493,0,1,0,0,0
10.0,9,1.0,3.0,7.5301,0,1,1,0,1
9.0,8,2.0,1.0,9.6539,0,0,0,0,1
7.0,2,3.0,3.0,6.0841,0,0,1,0,1
18.0,7,1.0,4.0,7.5869,0,0,0,1,0
22.0,9,1.0,3.0,6.443,0,0,1,0,0
1.0,0,4.0,1.0,7.7502,0,0,0,1,0
0.0,0,3.0,3.0,6.5721,1,0,0,1,0
6.0,0,3.0,4.0,6.9338,1,0,0,0,0
18.0,11,2.0,4.0,9.2818,0,0,0,0,1
18.0,12,3.0,2.0,10.0104,0,0,0,1,0
23.0,8,2.0,3.0,5.4832,0,0,0,0,1
15.0,2,3.0,4.0,8.6266,0,0,0,0,0
6.0,4,2.0,2.0,6.5375,0,0,0,1,0
6.0,3,3.0,1.0,6.6348,0,0,0,1,1
11.0,6,4.0,3.0,7.6441,0,0,0,0,0
16.0,10,1.0,3.0,7.1495,0,0,0,1,1
1.0,0,4.0,1.0,7.6439,0,0,0,1,0
2.0,2,4.0,4.0,9.0184,0,1,0,0,0
5.0,3,1.0,3.0,7.2481,0,1,1,0,0
6.0,5,2.0,1.0,6.6703,1,0,1,0,1
8.0,0,4.0,4.0,10.1105,0,0,1,0,0
23.0,17,4.0,4.0,5.9376,0,0,0,1,0
8.0,4,4.0,4.0,5.7624,0,0,1,0,0
10.0,7,4.0,4.0,5.7658,0,0,1,0,0
23.0,2,4.0,4.0,7.1485,0,0,1,0,1
5.0,1,1.0,4.0,6.8155,0,0,0,1,0
9.0,7,4.0,4.0,6.972,0,0,0,0,0
32.0,3,4.0,4.0,6.8239,0,0,1,0,1
7.0,0,2.0,1.0,5.9189,0,0,1,0,0
31.0,0,2.0,4.0,7.0025,0,0,1,0,0
9.0,7,3.0,4.0,10.1393,0,0,0,1,0
5.0,2,4.0,3.0,6.2365,0,0,1,0,0
9.0,3,3.0,3.0,6.4208,0,0,0,0,0
25.0,2,4.0,1.0,9.9798,0,0,0,0,0
5.0,2,3.0,2.0,6.8837,1,0,0,0,0
18.0,7,1.0,4.0,7.7268,0,0,0,1,0
7.0,3,3.0,3.0,5.9895,1,0,0,1,0
5.0,2,4.0,3.0,7.5337,0,1,0,1,0
11.0,0,1.0,1.0,9.1602,1,0,0,1,0
10.0,5,3.0,2.0,7.3772,0,0,0,0,0
21.0,8,2.0,2.0,7.2714,0,0,0,1,0
5.0,0,3.0,4.0,6.8313,0,0,0,0,1
7.0,2,2.0,3.0,6.2341,0,0,0,0,0
5.0,3,3.0,1.0,7.4196,0,0,0,0,1
6.0,4,1.0,2.0,7.1323,0,0,0,0,0
4.0,2,4.0,1.0,6.8807,0,0,0,0,1
10.0,2,4.0,4.0,6.6291,0,0,1,0,0
6.0,2,2.0,4.0,5.9114,0,0,0,0,0
6.0,4,3.0,2.0,7.0725,0,1,1,0,0
10.0,0,1.0,2.0,6.5636,0,0,0,0,1
12.0,0,3.0,4.0,8.9943,0,0,0,1,0
1.0,0,4.0,4.0,10.4968,0,0,1,0,1
9.0,7,3.0,4.0,8.2954,0,0,0,0,0
10.0,7,3.0,3.0,7.4265,0,0,1,0,0
18.0,17,4.0,1.0,6.2189,0,0,1,0,0
26.0,7,4.0,3.0,5.4169,0,0,1,0,0
21.0,0,4.0,2.0,6.8887,0,0,0,1,1
15.0,8,4.0,4.0,6.1569,0,0,0,1,0
0.0,0,2.0,3.0,7.0181,1,0,0,1,0
10.0,2,4.0,3.0,7.3402,0,0,0,0,0
4.0,0,4.0,4.0,7.2269,0,0,0,1,1
21.0,0,2.0,4.0,8.2671,0,0,1,0,0
7.0,7,4.0,3.0,5.8292,0,1,0,1,0
4.0,0,3.0,2.0,6.3876,0,0,0,0,1
10.0,0,4.0,3.0,7.3925,1,0,0,1,0
12.0,8,4.0,4.0,6.982,0,0,1,0,1
9.0,7,2.0,1.0,9.5919,0,0,0,0,0
12.0,4,2.0,4.0,6.6103,0,0,0,0,0
21.0,10,3.0,3.0,9.1514,1,0,0,0,0
33.0,4,4.0,3.0,6.1046,0,1,1,0,1
20.0,3,4.0,4.0,6.3646,0,0,0,1,1
14.0,8,4.0,4.0,7.2024,0,0,0,0,1
8.0,2,4.0,4.0,6.8887,0,0,1,0,0
4.0,3,2.0,3.0,8.626,1,0,0,0,0
24.0,11,1.0,1.0,7.0857,0,1,1,0,0
2.0,0,3.0,3.0,5.7124,0,0,0,0,0
8.0,3,2.0,2.0,6.6631,0,0,0,0,0
7.0,3,2.0,2.0,6.7636,0,0,1,0,1
4.0,3,2.0,3.0,8.4542,1,0,0,0,0
10.0,9,2.0,4.0,6.4759,0,1,0,1,1
1.0,0,1.0,4.0,6.8219,0,0,0,1,1
30.0,3,3.0,4.0,9.5112,0,0,0,1,0
7.0,2,2.0,4.0,10.1528,0,1,0,0,0
6.0,4,4.0,2.0,8.5666,0,0,0,0,0
7.0,0,2.0,3.0,5.5368,0,0,0,1,0
8.0,0,1.0,4.0,5.7105,0,0,0,0,0
13.0,4,4.0,1.0,6.0293,0,0,1,0,1
7.0,0,2.0,3.0,5.7472,0,0,0,1,0
5.0,3,2.0,4.0,10.152,0,0,0,1,1
22.0,5,4.0,3.0,9.2257,0,0,0,0,0
7.0,2,2.0,1.0,7.2167,1,0,0,1,0
6.0,3,4.0,1.0,8.813,0,0,1,0,0
6.0,2,2.0,4.0,6.043,0,0,0,1,0
12.0,7,4.0,2.0,5.8875,0,0,0,0,0
1.0,0,4.0,4.0,8.1778,0,1,0,0,0
16.0,5,4.0,1.0,5.9579,0,0,0,0,1
12.0,0,3.0,2.0,5.7108,0,0,1,0,1
12.0,10,3.0,1.0,6.3337,1,0,1,0,1
6.0,3,1.0,2.0,7.1064,0,0,0,0,1
4.0,2,2.0,3.0,7.7003,0,0,0,0,1
10.0,8,2.0,3.0,7.5705,0,0,0,1,0
13.0,7,1.0,4.0,6.8707,0,0,0,0,0
7.0,0,3.0,4.0,6.1755,0,0,0,1,0
10.0,6,3.0,1.0,6.5523,0,0,0,0,0
10.0,8,3.0,4.0,6.2083,0,0,0,0,0
11.0,2,2.0,2.0,7.3616,0,0,0,1,1
14.0,4,3.0,2.0,5.9853,0,0,0,0,0
8.0,6,4.0,4.0,6.8974,0,1,0,1,1
1.0,0,4.0,2.0,10.274,0,0,0,1,0
11.0,10,4.0,1.0,6.6345,0,0,0,0,0
21.0,10,3.0,4.0,8.1335,0,0,0,0,1
2.0,2,1.0,3.0,7.3009,0,1,0,1,1
19.0,9,3.0,2.0,7.2909,1,0,0,1,0
10.0,3,4.0,2.0,5.9163,0,0,0,1,0
6.0,3,2.0,2.0,6.9512,0,1,0,1,0
9.0,7,1.0,3.0,7.0416,0,0,0,1,0
5.0,2,4.0,3.0,10.1411,0,0,0,0,1
8.0,2,4.0,4.0,6.3804,0,0,1,0,1
10.0,7,2.0,3.0,8.9187,0,0,0,0,1
2.0,2,2.0,2.0,6.2591,0,0,0,1,0
9.0,0,4.0,3.0,5.9314,0,0,1,0,1
0.0,0,2.0,2.0,8.6871,0,1,0,1,0
21.0,10,1.0,2.0,7.3615,0,0,0,0,0
10.0,6,3.0,1.0,7.0593,0,0,0,1,0
12.0,2,4.0,3.0,10.394,1,0,1,0,0
10.0,2,1.0,4.0,10.6308,0,0,0,0,1
10.0,8,3.0,1.0,6.8918,0,0,0,1,0
10.0,7,3.0,3.0,7.2295,0,0,0,0,0
23.0,6,2.0,4.0,7.3829,0,0,1,0,0
8.0,0,4.0,4.0,10.3795,0,0,1,0,0
15.0,0,2.0,4.0,8.5123,0,0,0,0,1
9.0,7,1.0,4.0,7.1915,0,0,1,0,0
12.0,7,3.0,4.0,9.496,0,0,0,0,0
9.0,7,4.0,4.0,5.9752,0,1,1,0,0
3.0,1,4.0,4.0,5.5662,0,1,0,0,0
1.0,0,4.0,2.0,6.596,0,0,0,0,0
4.0,2,4.0,3.0,5.9668,1,0,0,0,0
9.0,2,4.0,4.0,6.0845,0,0,1,0,0
10.0,7,4.0,3.0,6.5261,0,0,0,1,0
20.0,11,2.0,3.0,7.8176,0,0,0,0,0
7.0,0,3.0,3.0,5.9667,1,0,0,0,0
8.0,7,3.0,1.0,6.5061,0,0,0,1,1
18.0,7,1.0,3.0,8.4719,0,0,0,0,1
10.0,2,4.0,3.0,7.2184,0,0,1,0,1
20.0,2,1.0,3.0,6.2418,0,0,0,0,1
7.0,4,4.0,4.0,6.3038,0,1,0,0,1
10.0,9,3.0,3.0,6.2963,0,1,0,0,0
7.0,2,3.0,1.0,7.2295,0,0,0,0,0
16.0,8,3.0,1.0,5.7053,0,0,0,1,1
29.0,8,2.0,3.0,8.957,0,0,1,0,1
6.0,2,4.0,1.0,5.7198,0,0,0,1,1
11.0,8,4.0,4.0,7.0657,0,0,0,1,1
9.0,7,4.0,4.0,6.0204,0,1,1,0,0
28.0,2,1.0,4.0,5.8204,0,0,0,0,1
10.0,2,3.0,3.0,6.5217,0,1,0,0,1
12.0,7,2.0,3.0,9.7778,0,0,0,0,0
6.0,3,2.0,3.0,7.1132,0,0,0,0,0
16.0,0,4.0,1.0,6.7077,1,0,1,0,0
19.0,7,4.0,1.0,10.5476,0,0,1,0,0
10.0,7,3.0,2.0,6.3627,0,1,0,0,1
7.0,3,3.0,3.0,6.1131,1,0,0,1,0
29.0,7,2.0,3.0,9.1989,0,0,0,0,1
10.0,8,2.0,4.0,6.9069,0,0,0,0,1
10.0,2,4.0,1.0,8.2471,0,0,0,1,0
15.0,12,1.0,4.0,8.0909,0,1,0,1,1
6.0,3,3.0,3.0,5.93,0,0,1,0,1
14.0,7,3.0,3.0,6.9881,0,0,1,0,1
10.0,2,2.0,1.0,6.7141,0,0,0,0,0
10.0,2,1.0,3.0,6.0932,1,0,0,0,0
21.0,8,4.0,4.0,6.7575,0,0,0,0,0
6.0,0,3.0,4.0,8.2391,0,0,1,0,0
10.0,7,2.0,1.0,6.7838,0,0,0,0,1
9.0,2,1.0,3.0,6.6861,0,0,0,1,0
20.0,0,1.0,1.0,6.7476,0,0,0,1,0
26.0,1,1.0,3.0,6.2904,0,0,0,0,0
6.0,2,4.0,3.0,5.9149,0,0,0,0,0
7.0,3,4.0,2.0,7.4072,0,0,0,1,0
4.0,2,2.0,2.0,7.4344,0,1,0,1,0
8.0,0,4.0,3.0,9.3078,0,1,0,0,0
10.0,7,1.0,2.0,7.448,0,0,0,1,0
6.0,2,2.0,3.0,5.9416,0,0,0,0,0
6.0,4,3.0,4.0,7.438,0,0,0,1,0
13.0,4,4.0,4.0,6.594,0,0,0,0,0
6.0,2,3.0,2.0,7.659,0,0,0,0,1
7.0,7,4.0,2.0,7.8109,0,0,1,0,0
24.0,7,4.0,4.0,7.058,0,1,1,0,1
5.0,2,2.0,3.0,6.9746,0,0,0,0,1
8.0,2,4.0,4.0,6.8972,0,0,1,0,0
9.0,7,4.0,4.0,7.748,0,0,0,1,0
18.0,2,4.0,1.0,7.7753,0,0,1,0,1
8.0,7,3.0,3.0,5.6404,0,0,0,0,0
6.0,4,2.0,4.0,8.3337,0,0,0,0,1
13.0,12,2.0,1.0,5.7133,0,0,0,0,1
10.0,0,3.0,1.0,6.8985,0,0,0,0,0
12.0,0,3.0,1.0,9.5693,0,0,0,0,0
6.0,2,4.0,4.0,5.9697,0,1,0,1,0
10.0,8,2.0,4.0,5.9228,0,1,0,1,0
16.0,10,1.0,2.0,8.2735,0,0,0,1,1
8.0,2,3.0,4.0,8.1502,0,0,1,0,1
4.0,3,4.0,2.0,7.3901,0,1,0,1,1
35.0,4,1.0,4.0,9.906,0,0,0,0,0
20.0,0,1.0,1.0,9.0797,0,1,0,0,0
8.0,2,1.0,3.0,7.0714,0,0,0,1,0
1.0,0,2.0,4.0,7.2844,0,0,0,1,0
14.0,7,4.0,4.0,6.7197,0,0,0,0,0
4.0,2,3.0,2.0,6.9278,0,0,0,0,1
8.0,3,2.0,3.0,9.3441,0,1,0,1,1
10.0,4,1.0,1.0,7.2723,0,0,0,1,0
25.0,8,1.0,1.0,7.2157,0,0,1,0,0
3.0,2,3.0,4.0,8.6592,0,0,1,0,1
13.0,9,4.0,1.0,6.265,0,0,0,0,0
3.0,2,2.0,4.0,7.0481,0,0,1,0,0
4.0,2,4.0,1.0,6.3471,0,0,0,1,0
16.0,8,3.0,1.0,5.5031,0,0,0,1,1
27.0,8,3.0,3.0,5.8953,0,0,0,1,0
13.0,5,3.0,4.0,6.7834,0,0,0,1,0
17.0,7,1.0,3.0,5.695,0,0,0,0,0
8.0,3,1.0,4.0,6.2413,0,0,1,0,1
1.0,0,1.0,1.0,5.7312,0,0,0,1,1
1.0,0,4.0,4.0,10.501,0,0,1,0,1
6.0,2,1.0,3.0,10.695,0,1,0,0,0
2.0,1,4.0,2.0,7.4382,0,0,0,1,0
14.0,7,3.0,4.0,7.5509,0,0,0,0,0
7.0,2,2.0,1.0,7.3985,1,0,0,1,0
24.0,7,2.0,1.0,6.3621,0,0,1,0,0
4.0,2,2.0,4.0,6.7786,0,0,0,1,0
36.0,7,3.0,1.0,6.8818,0,1,0,0,0
26.0,0,2.0,3.0,7.5424,0,0,0,1,0
9.0,0,4.0,3.0,6.7718,1,0,0,0,0
15.0,7,4.0,1.0,9.2152,0,0,0,0,1
6.0,0,2.0,4.0,7.616,0,0,0,0,0
6.0,2,2.0,3.0,7.559,0,0,0,0,0
4.0,1,3.0,4.0,6.5915,0,0,0,0,0
10.0,3,2.0,4.0,5.7546,0,0,0,1,0
6.0,2,3.0,4.0,6.1419,0,1,1,0,0
4.0,2,4.0,3.0,6.5262,0,0,0,0,1
19.0,4,2.0,4.0,5.9088,0,0,0,0,1
21.0,10,3.0,3.0,9.5932,1,0,0,0,0
7.0,2,3.0,4.0,5.7481,0,1,1,0,0
3.0,0,4.0,4.0,10.2896,0,1,1,0,0
8.0,3,4.0,2.0,6.3349,0,0,1,0,0
14.0,8,3.0,3.0,7.4152,0,0,0,0,1
0.0,0,4.0,4.0,6.8014,1,0,0,0,1
28.0,2,1.0,3.0,5.8397,0,1,0,0,0
32.0,6,4.0,4.0,7.2147,0,0,1,0,1
3.0,2,3.0,3.0,7.5503,0,1,0,0,0
22.0,2,3.0,1.0,9.7516,0,1,0,1,1
14.0,11,3.0,3.0,7.3889,0,0,0,0,1
7.0,3,2.0,3.0,10.0795,0,0,0,0,1
6.0,2,3.0,3.0,6.7622,1,0,0,0,0
10.0,7,1.0,3.0,6.1297,0,1,0,0,1
11.0,0,1.0,2.0,5.5058,0,0,1,0,0
10.0,9,1.0,4.0,6.5376,0,0,0,0,0
12.0,7,3.0,4.0,9.225,0,0,0,0,0
9.0,2,3.0,4.0,5.4822,0,1,1,0,0
5.0,4,4.0,3.0,6.0861,0,0,0,0,0
6.0,3,3.0,3.0,8.1558,0,0,0,1,0
3.0,1,1.0,4.0,5.7941,0,1,0,0,0
36.0,7,2.0,3.0,6.9857,0,0,0,0,0
6.0,3,3.0,4.0,8.6859,0,0,0,0,0
13.0,7,1.0,4.0,6.0339,0,0,1,0,0
22.0,9,4.0,4.0,8.906,0,0,0,0,0
23.0,11,4.0,4.0,10.6791,0,0,0,0,1
21.0,2,4.0,3.0,10.607,0,0,0,1,0
8.0,5,2.0,2.0,9.1835,0,0,0,0,0
2.0,2,4.0,1.0,7.1951,0,0,0,1,0
5.0,3,3.0,2.0,7.5412,0,0,0,0,0
24.0,1,4.0,4.0,5.8034,0,0,0,1,0
11.0,0,1.0,2.0,5.6776,0,0,1,0,0
5.0,0,2.0,4.0,6.8301,0,0,0,0,1
1.0,0,3.0,2.0,5.7623,0,0,0,1,1
2.0,1,4.0,2.0,7.6295,0,0,0,1,0
9.0,7,4.0,1.0,5.8671,0,0,0,0,0
6.0,3,3.0,4.0,8.9605,0,0,0,0,0
25.0,7,3.0,4.0,6.5229,0,0,0,0,0
9.0,4,3.0,4.0,7.4293,1,0,0,0,1
3.0,2,2.0,2.0,5.6827,0,0,0,0,0
10.0,4,3.0,1.0,7.123,0,0,0,0,1
17.0,7,3.0,2.0,8.1136,0,1,0,0,1
1.0,0,2.0,2.0,6.1296,0,0,0,1,1
18.0,0,3.0,4.0,7.504,0,0,1,0,1
10.0,5,1.0,1.0,5.6713,1,0,0,0,0
6.0,2,1.0,3.0,7.3864,0,0,0,0,0
15.0,7,2.0,3.0,10.3188,0,0,0,0,0
8.0,4,3.0,3.0,6.3464,0,0,0,1,0
27.0,2,1.0,3.0,7.554,1,0,0,0,1
5.0,2,4.0,3.0,9.5828,0,1,0,1,0
30.0,3,3.0,3.0,6.1594,0,0,0,0,0
